epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.39085,3.00697,6.59416,3.22061,0.00226,0.5,0.00663,0.00265,2.59561,9.21023,3.2162,0,0,0
1,3.40691,3.00696,6.59815,3.22061,0.00225,0.5,0.00701,0.0028,2.52706,9.5812,3.31568,0,0,0
1,3.39704,3.00696,6.59815,3.22061,0.00237,0.5,0.00672,0.00269,2.48049,9.97927,3.38301,0,0,0
