epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.32238,3.56801,5.55863,2.79969,0,0,0,0,3.44745,6.49395,3.31035,0,0,0
1,4.08024,3.56801,5.55927,2.79967,0,0,0,0,3.43941,6.62329,3.32365,0,0,0
1,4.02364,3.56801,5.55927,2.79967,0,0,0,0,3.43338,6.71793,3.33759,0,0,0
1,4.01565,3.56801,5.55927,2.79967,0,0,0,0,3.43726,6.73088,3.35031,0,0,0
1,4.00704,3.56801,5.55927,2.79967,0,0,0,0,3.43138,6.73756,3.36143,0,0,0
