epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,25.22,2.26529,3.26611,1.89007,0.00552,1,0.07654,0.02296,2.61421,4.51439,2.17984,0.000208805,0.000208805,0.000208805
25,26.3274,1.90117,3.21092,1.6268,0.00513,1,0.04738,0.01027,2.09333,4.79933,1.87425,0.000209962,0.000209962,0.000209962
26,27.3457,2.26648,3.51113,1.89276,0.00513,1,0.04738,0.01027,2.09333,4.79933,1.87425,0.000210459,0.000210459,0.000210459
27,28.4517,2.11467,3.44292,1.87227,0.00518,1,0.04523,0.0099,1.97316,4.66317,1.75735,0.000210295,0.000210295,0.000210295
28,29.4046,1.96318,3.07481,1.61923,0.00518,1,0.04523,0.0099,1.97316,4.66317,1.75735,0.000209472,0.000209472,0.000209472
29,30.4695,2.04312,3.33648,1.82708,0.0051,1,0.04326,0.00607,2.09645,4.52477,1.79898,0.000207988,0.000207988,0.000207988
30,31.4432,1.62221,2.74499,1.50466,0.0051,1,0.04326,0.00607,2.09645,4.52477,1.79898,0.000205844,0.000205844,0.000205844
31,32.572,1.73643,2.9898,1.51664,0.00521,1,0.03685,0.00458,2.0576,4.62426,1.8361,0.000203041,0.000203041,0.000203041
32,33.6494,1.61701,2.75135,1.49321,0.00521,1,0.03685,0.00458,2.0576,4.62426,1.8361,0.000199577,0.000199577,0.000199577
33,34.7244,1.59028,3.7321,1.48882,0.00526,1,0.00913,0.00398,2.21293,4.61956,1.87882,0.000195452,0.000195452,0.000195452
34,35.6361,2.0463,2.96662,1.73922,0.00526,1,0.00913,0.00398,2.21293,4.61956,1.87882,0.000190668,0.000190668,0.000190668
35,36.6825,1.82806,3.83189,1.79681,0.00524,1,0.02926,0.0067,2.2339,4.51137,1.83928,0.000185224,0.000185224,0.000185224
36,37.6375,1.51969,2.86051,1.45803,0.00524,1,0.02926,0.0067,2.2339,4.51137,1.83928,0.000179119,0.000179119,0.000179119
37,38.7106,1.9253,3.18594,1.60901,0.00538,1,0.03431,0.00872,2.20276,4.42361,1.78411,0.000172354,0.000172354,0.000172354
38,39.7924,1.68669,2.78699,1.44662,0.00538,1,0.03431,0.00872,2.20276,4.42361,1.78411,0.00016493,0.00016493,0.00016493
39,40.7377,1.84421,2.99476,1.56608,0.00552,1,0.03827,0.01054,2.14279,4.40882,1.72535,0.000156845,0.000156845,0.000156845
40,41.7462,2.31388,3.72317,1.99167,0.00552,1,0.03827,0.01054,2.14279,4.40882,1.72535,0.0001481,0.0001481,0.0001481
41,42.8629,2.10353,3.7863,1.81103,0.00578,1,0.0995,0.01893,1.96659,4.27941,1.64467,0.000138694,0.000138694,0.000138694
42,43.9333,1.82925,2.92212,1.62668,0.00578,1,0.0995,0.01893,1.96659,4.27941,1.64467,0.000128629,0.000128629,0.000128629
43,45.0329,1.88111,3.75117,1.6716,0.00581,1,0.16583,0.11608,1.62485,4.29358,1.41337,0.000117904,0.000117904,0.000117904
44,46.129,1.61116,2.89393,1.48012,0.00581,1,0.16583,0.11608,1.62485,4.29358,1.41337,0.000106518,0.000106518,0.000106518
45,47.2504,1.5183,3.34112,1.37041,0.00595,1,0.33167,0.23217,1.5093,4.17483,1.35396,9.44722e-05,9.44722e-05,9.44722e-05
46,48.3033,1.68001,3.21906,1.49855,0.00595,1,0.33167,0.23217,1.5093,4.17483,1.35396,8.17663e-05,8.17663e-05,8.17663e-05
47,49.2512,1.8532,3.33207,1.67157,0.00581,1,0.4975,0.34825,1.45061,4.02159,1.30502,6.84003e-05,6.84003e-05,6.84003e-05
48,50.2853,2.4133,3.92725,2.06662,0.00581,1,0.4975,0.34825,1.45061,4.02159,1.30502,5.43742e-05,5.43742e-05,5.43742e-05
49,51.3034,1.68628,2.84265,1.46679,0.0061,1,0.4975,0.398,1.37883,3.99704,1.27121,3.96879e-05,3.96879e-05,3.96879e-05
50,52.3585,1.45681,2.88852,1.39182,0.0061,1,0.4975,0.398,1.37883,3.99704,1.27121,2.43415e-05,2.43415e-05,2.43415e-05
