epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,282.013,1.98359,1.19682,1.12297,0.36912,0.61291,0.45167,0.17587,2.29921,1.25017,1.3558,0.00969135,0.00969135,0.00969135
115,284.44,2.02933,1.23038,1.13861,0.3204,0.69345,0.41637,0.16373,2.37496,1.24836,1.38528,0.00968592,0.00968592,0.00968592
116,286.84,1.86231,1.19969,1.1771,0.33783,0.76315,0.43698,0.18078,2.25483,1.22345,1.32685,0.00968045,0.00968045,0.00968045
117,289.233,1.98224,1.23575,1.252,0.3484,0.61607,0.48528,0.17348,2.3593,1.21843,1.3731,0.00967493,0.00967493,0.00967493
118,291.699,1.8672,1.135,1.13661,0.3373,0.55507,0.46424,0.17335,2.30129,1.21361,1.3479,0.00966936,0.00966936,0.00966936
119,294.198,1.96147,1.16456,1.14911,0.34115,0.66939,0.45895,0.1766,2.22987,1.22121,1.32564,0.00966375,0.00966375,0.00966375
120,296.588,1.80744,1.11353,1.09994,0.44252,0.34641,0.45547,0.16711,2.26717,1.20602,1.34172,0.0096581,0.0096581,0.0096581
121,299.016,1.89196,1.2143,1.11898,0.29273,0.56075,0.4055,0.16119,2.22826,1.22237,1.32599,0.00965239,0.00965239,0.00965239
122,301.443,1.91166,1.25418,1.15753,0.30873,0.596,0.39322,0.15444,2.30728,1.22336,1.36399,0.00964665,0.00964665,0.00964665
123,303.915,1.83481,1.15587,1.11303,0.30106,0.6029,0.40806,0.17041,2.25997,1.19302,1.34041,0.00964085,0.00964085,0.00964085
124,306.304,1.88659,1.2397,1.18591,0.36308,0.57394,0.41369,0.1727,2.26123,1.19575,1.32975,0.00963502,0.00963502,0.00963502
125,308.699,1.8673,1.19633,1.15642,0.34195,0.65219,0.4359,0.17159,2.24261,1.21187,1.33222,0.00962913,0.00962913,0.00962913
126,311.144,1.88338,1.21496,1.18234,0.30159,0.6469,0.4149,0.16688,2.33639,1.22238,1.37234,0.0096232,0.0096232,0.0096232
127,313.535,1.82772,1.29177,1.15654,0.35024,0.64574,0.42236,0.16484,2.26187,1.20893,1.32821,0.00961723,0.00961723,0.00961723
128,316.047,1.82751,1.16962,1.14143,0.38395,0.54031,0.41846,0.15698,2.34318,1.20625,1.37571,0.00961121,0.00961121,0.00961121
129,318.441,1.7772,1.12096,1.09825,0.39616,0.73763,0.51382,0.15582,2.33986,1.2121,1.36262,0.00960515,0.00960515,0.00960515
130,320.882,1.95402,1.19015,1.11159,0.38591,0.64879,0.52103,0.18141,2.44006,1.20102,1.4562,0.00959904,0.00959904,0.00959904
131,323.285,1.8187,1.24823,1.14472,0.48419,0.60164,0.49653,0.1673,2.42007,1.20348,1.44627,0.00959289,0.00959289,0.00959289
132,325.675,1.74256,1.21623,1.15213,0.4495,0.75518,0.57412,0.19447,2.27072,1.19628,1.35276,0.00958669,0.00958669,0.00958669
133,328.236,1.9225,1.16959,1.12145,0.412,0.80035,0.53215,0.1857,2.33135,1.1864,1.3864,0.00958044,0.00958044,0.00958044
134,330.722,2.02122,2.00364,1.19401,0.33748,0.86138,0.5409,0.17439,2.37344,1.27303,1.36136,0.00957416,0.00957416,0.00957416
135,333.154,1.9268,1.28853,1.15367,0.38713,0.70437,0.50508,0.16406,2.24971,1.19834,1.33286,0.00956782,0.00956782,0.00956782
136,335.568,1.88502,1.18478,1.13492,0.30846,0.72554,0.44627,0.17073,2.29117,1.21353,1.32256,0.00956145,0.00956145,0.00956145
137,337.978,1.87488,1.15912,1.09178,0.31016,0.72245,0.46597,0.18552,2.26791,1.21261,1.33332,0.00955502,0.00955502,0.00955502
