epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.55813,6.34592,6.89026,3.44241,0,0,0,0,4.10701,4.6701,2.11093,0,0,0
1,3.92854,6.34592,6.89177,3.44242,0,0,0,0,4.15245,4.66367,2.10199,0,0,0
1,3.75938,6.34592,6.89177,3.44242,0,0,0,0,4.2109,4.6021,2.0962,0,0,0
1,3.71274,6.34592,6.89177,3.44242,0,0,0,0,4.27079,4.61195,2.09856,0,0,0
1,3.92888,6.34592,6.89177,3.44242,0,0,0,0,4.28434,4.61695,2.10104,0,0,0
1,3.73485,6.34592,6.89177,3.44242,0,0,0,0,4.30031,4.63989,2.10598,0,0,0
1,3.83445,6.34592,6.89177,3.44242,0,0,0,0,4.30693,4.6701,2.11218,0,0,0
1,3.77397,6.34592,6.89177,3.44242,0,0,0,0,4.28357,4.71096,2.11661,0,0,0
1,3.95914,6.34592,6.89177,3.44242,0,0,0,0,4.24082,4.76743,2.12095,0,0,0
1,3.85381,6.34592,6.89177,3.44242,0,0,0,0,4.19705,4.80658,2.12387,0,0,0
1,3.84574,6.34592,6.89177,3.44242,0,0,0,0,4.14918,4.8217,2.12705,0,0,0
1,3.84072,6.34592,6.89177,3.44242,0,0,0,0,4.22461,4.81164,2.16163,0,0,0
1,3.88125,6.34592,6.89177,3.44242,0,0,0,0,4.48518,4.70946,2.26895,0,0,0
1,4.0158,6.34592,6.89177,3.44242,0,0,0,0,4.61597,4.58098,2.34464,0,0,0
1,3.97199,6.34592,6.89177,3.44242,0,0,0,0,4.56223,4.68068,2.27983,0,0,0
1,4.00455,6.34592,6.89177,3.44242,0,0,0,0,4.49432,4.70466,2.23106,0,0,0
1,3.76796,6.34592,6.89177,3.44242,0,0,0,0,4.38218,4.76696,2.23243,0,0,0
1,3.80256,6.34592,6.89177,3.44242,0,0,0,0,4.46949,4.77137,2.32713,0,0,0
1,3.86747,6.34592,6.89177,3.44242,0,0,0,0,4.48711,4.76131,2.43046,0,0,0
1,3.87565,6.34592,6.89177,3.44242,0,0,0,0,4.44059,4.79169,2.45332,0,0,0
1,3.87689,6.34592,6.89177,3.44242,0,0,0,0,4.44552,4.81257,2.45689,0,0,0
1,3.81945,6.34592,6.89177,3.44242,0,0,0,0,4.46066,4.8216,2.46001,0,0,0
1,3.8825,6.34592,6.89177,3.44242,0,0,0,0,4.47037,4.82929,2.46669,0,0,0
1,3.87839,6.34592,6.89177,3.44242,0,0,0,0,4.47003,4.84308,2.47006,0,0,0
1,3.76918,6.34592,6.89177,3.44242,0,0,0,0,4.466,4.8529,2.47083,0,0,0
1,3.77954,6.34592,6.89177,3.44242,0,0,0,0,4.474,4.8524,2.46636,0,0,0
1,3.75909,6.34592,6.89177,3.44242,0,0,0,0,4.49799,4.81602,2.4604,0,0,0
1,3.92992,6.34592,6.89177,3.44242,0,0,0,0,4.46669,4.81026,2.44872,0,0,0
1,3.79473,6.34592,6.89177,3.44242,0,0,0,0,4.44171,4.81492,2.43702,0,0,0
1,3.77565,6.34592,6.89177,3.44242,0,0,0,0,4.45021,4.8044,2.42283,0,0,0
1,3.79819,6.34592,6.89177,3.44242,0,0,0,0,4.4359,4.80207,2.40037,0,0,0
1,3.82697,6.34592,6.89177,3.44242,0,0,0,0,4.42681,4.77731,2.38196,0,0,0
1,3.72058,6.34592,6.89177,3.44242,0,0,0,0,4.32112,4.80065,2.35072,0,0,0
1,3.73969,6.34592,6.89177,3.44242,0,0,0,0,4.23305,4.78402,2.32839,0,0,0
1,3.76784,6.34592,6.89177,3.44242,0,0,0,0,4.16591,4.74888,2.31169,0,0,0
1,3.79721,6.34592,6.89177,3.44242,0,0,0,0,4.19587,4.72264,2.29625,0,0,0
1,3.77731,6.34592,6.89177,3.44242,0,0,0,0,4.20769,4.71896,2.28757,0,0,0
1,3.84878,6.34592,6.89177,3.44242,0,0,0,0,4.24431,4.71601,2.28695,0,0,0
1,3.85099,6.34592,6.89177,3.44242,0,0,0,0,4.27316,4.70804,2.28625,0,0,0
1,3.80446,6.34592,6.89177,3.44242,0,0,0,0,4.30063,4.68017,2.28862,0,0,0
1,3.77683,6.34592,6.89177,3.44242,0,0,0,0,4.31568,4.74434,2.33305,0,0,0
1,3.8421,6.34592,6.89177,3.44242,0,0,0,0,4.28674,4.8353,2.37229,0,0,0
1,3.73595,6.34592,6.89177,3.44242,0,0,0,0,4.28109,4.88343,2.39499,0,0,0
1,3.84794,6.34592,6.89177,3.44242,0,0,0,0,4.29032,4.89037,2.40121,0,0,0
1,3.8475,6.34592,6.89177,3.44242,0,0,0,0,4.27419,4.87107,2.39311,0,0,0
1,3.77627,6.34592,6.89177,3.44242,0,0,0,0,4.22019,4.8962,2.39242,0,0,0
1,3.85011,6.34592,6.89177,3.44242,0,0,0,0,4.13793,4.94201,2.41008,0,0,0
1,3.84576,6.34592,6.89177,3.44242,0,0,0,0,4.10247,4.93547,2.42757,0,0,0
1,3.76578,6.34592,6.89177,3.44242,0,0,0,0,4.09359,4.90838,2.44817,0,0,0
1,3.87909,6.34592,6.89177,3.44242,0,0,0,0,4.02998,4.91865,2.43209,0,0,0
1,3.86785,6.34592,6.89177,3.44242,0,0,0,0,3.90458,4.93646,2.31994,0,0,0
1,3.85815,6.34592,6.89177,3.44242,0,0,0,0,3.77716,4.93329,2.23744,0,0,0
1,3.96558,6.34592,6.89177,3.44242,0,0,0,0,3.69104,4.91012,2.19826,0,0,0
