epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.4308,4.02785,10.9406,2.99273,0,0,0,0,3.48655,15.0752,2.89187,0,0,0
1,3.55224,4.02776,10.9463,2.99257,0,0,0,0,3.47365,14.977,2.87668,0,0,0
1,3.53564,4.02776,10.9463,2.99257,0,0,0,0,3.48775,15.4564,2.88532,0,0,0
1,3.45806,4.02776,10.9463,2.99257,0,0,0,0,3.49514,15.5971,2.88981,0,0,0
1,3.45485,4.02776,10.9463,2.99257,0,0,0,0,3.49468,15.5924,2.88916,0,0,0
1,3.58067,4.02776,10.9463,2.99257,0,0,0,0,3.50029,15.5406,2.8926,0,0,0
1,3.78682,4.02776,10.9463,2.99257,0,0,0,0,3.50552,15.491,2.8968,0,0,0
1,3.58952,4.02776,10.9463,2.99257,0,0,0,0,3.51335,15.4023,2.90023,0,0,0
1,3.65286,4.02776,10.9463,2.99257,0,0,0,0,3.51795,15.321,2.90489,0,0,0
1,3.57676,4.02776,10.9463,2.99257,0,0,0,0,3.52666,15.1749,2.90971,0,0,0
1,3.55722,4.02776,10.9463,2.99257,0,0,0,0,3.53519,14.9965,2.90601,0,0,0
1,3.83548,4.02776,10.9463,2.99257,0,0,0,0,3.54051,14.827,2.90739,0,0,0
1,4.01668,4.02776,10.9463,2.99257,0,0,0,0,3.54056,14.6187,2.91193,0,0,0
1,3.38845,4.02776,10.9463,2.99257,0,0,0,0,3.542,14.3427,2.91595,0,0,0
1,3.70771,4.02776,10.9463,2.99257,0,0,0,0,3.5425,14.0653,2.91941,0,0,0
1,3.56256,4.02776,10.9463,2.99257,0,0,0,0,3.53935,13.8134,2.92289,0,0,0
1,3.75393,4.02776,10.9463,2.99257,0,0,0,0,3.53687,13.562,2.93008,0,0,0
1,3.73644,4.02776,10.9463,2.99257,0,0,0,0,3.5349,13.3079,2.93458,0,0,0
1,3.45358,4.02776,10.9463,2.99257,0,0,0,0,3.5314,13.0682,2.94037,0,0,0
1,3.54761,4.02776,10.9463,2.99257,0,0,0,0,3.5229,12.971,2.93802,0,0,0
1,3.86404,4.02776,10.9463,2.99257,0,0,0,0,3.51537,12.885,2.93503,0,0,0
1,3.81507,4.02776,10.9463,2.99257,0,0,0,0,3.5071,12.788,2.93166,0,0,0
1,3.77849,4.02776,10.9463,2.99257,0,0,0,0,3.4998,12.6825,2.92798,0,0,0
1,3.76645,4.02776,10.9463,2.99257,0,0,0,0,3.49311,12.5668,2.93423,0,0,0
1,3.6958,4.02776,10.9463,2.99257,0,0,0,0,3.48583,12.4444,2.93288,0,0,0
1,3.661,4.02776,10.9463,2.99257,0,0,0,0,3.47959,12.3261,2.93131,0,0,0
1,3.51876,4.02776,10.9463,2.99257,0,0,0,0,3.47363,12.2086,2.93132,0,0,0
1,3.57503,4.02776,10.9463,2.99257,0,0,0,0,3.46955,12.1343,2.93295,0,0,0
1,4.33763,4.02776,10.9463,2.99257,0,0,0,0,3.46623,12.0408,2.93628,0,0,0
1,3.60706,4.02776,10.9463,2.99257,0,0,0,0,3.46271,11.9604,2.93866,0,0,0
1,4.2238,4.02776,10.9463,2.99257,0,0,0,0,3.46073,11.8846,2.94251,0,0,0
1,3.59448,4.02776,10.9463,2.99257,0,0,0,0,3.45876,11.8134,2.94497,0,0,0
1,3.54013,4.02776,10.9463,2.99257,0,0,0,0,3.45752,11.7475,2.94764,0,0,0
1,3.52237,4.02776,10.9463,2.99257,0,0,0,0,3.4571,11.723,2.94962,0,0,0
1,3.84107,4.02776,10.9463,2.99257,0,0,0,0,3.45777,11.6903,2.95212,0,0,0
1,3.92603,4.02776,10.9463,2.99257,0,0,0,0,3.46003,11.6733,2.95398,0,0,0
1,3.48078,4.02776,10.9463,2.99257,0,0,0,0,3.46308,11.6676,2.95658,0,0,0
1,3.57844,4.02776,10.9463,2.99257,0,0,0,0,3.47325,11.6405,2.96421,0,0,0
